,Time,Parts,Joint,Label,X,Y,Z
60,2,Body,Mid Shoulder,13,0.019091176481197167,-0.016079282167993324,0.48116129636764526
61,2,Body,Head,-,-0.05021878456955163,-0.025104647282205326,0.5488250851631165
62,2,Body,Nose,0,0.018987365679095067,-0.015399103764138925,0.633064329624176
63,3,Left Hand,Mid Shoulder,-,0.019582313254431882,-0.016176167335288403,0.4810166358947754
64,3,Left Hand,Left Shoulder,1,0.02562559838588638,-0.1522566707990336,0.43982863426208496
65,3,Left Hand,Left Elbow,3,0.06209447677429118,-0.2999693783185648,0.2074449062347412
66,3,Left Hand,Left Wrist,5,-0.05573279713098592,-0.2732191415689158,0.04056769609451294
67,3,Right Hand,Mid Shoulder,-,0.019582313254431882,-0.016176167335288403,0.4810166358947754
68,3,Right Hand,Right Shoulder,2,0.04847824271018898,0.1269058255293202,0.45345497131347656
69,3,Right Hand,Right Elbow,4,0.10678215022380748,0.2813456324674916,0.24219226837158225
70,3,Right Hand,Right Wrist,6,-0.020463708087845516,0.24087848940871479,0.05432105064392101
71,3,Left Leg,Mid Hip,-,0.0,0.0,0.0
72,3,Left Leg,Left Hip,7,-0.019080591619058316,-0.1376282157561945,-0.0018672943115234375
73,3,Left Leg,Left Knee,9,-0.19468398694698402,-0.0552844437024759,-0.40961545705795294
74,3,Left Leg,Left Ankle,11,-0.2585999101847846,0.005042400751335598,-0.8304985761642456
75,3,Right Leg,Mid Hip,-,0.0,0.0,0.0
76,3,Right Leg,Right Hip,8,0.019092700213150182,0.1376300422289205,0.0018245577812194824
77,3,Right Leg,Right Knee,10,0.07174803759153288,0.0642987755873036,-0.4359830617904663
78,3,Right Leg,Right Ankle,12,0.2548820048123161,-0.002315911855475802,-0.8343674540519714
79,3,Body,Mid Hip,14,0.0,0.0,0.0
80,3,Body,Waist,-,0.03205983410771288,-0.0045560034177469025,0.22604918479919434
81,3,Body,Mid Shoulder,13,0.019582313254431882,-0.016176167335288403,0.4810166358947754
82,3,Body,Head,-,-0.05025017564003062,-0.025540623273627702,0.5488812923431399
83,3,Body,Nose,0,0.02056430722768708,-0.015367958154456502,0.6321315765380859
84,4,Left Hand,Mid Shoulder,-,0.020196886367557378,-0.01770892634340268,0.4814426302909851
85,4,Left Hand,Left Shoulder,1,0.025201828784702177,-0.15351882471986747,0.43829578161239624
86,4,Left Hand,Left Elbow,3,0.06170012951588428,-0.3000504662031744,0.20456594228744507
87,4,Left Hand,Left Wrist,5,-0.05920821651125152,-0.27261885895677546,0.04478079080581665
88,4,Right Hand,Mid Shoulder,-,0.020196886367557378,-0.01770892634340268,0.4814426302909851
89,4,Right Hand,Right Shoulder,2,0.04978841692900458,0.12585711584142692,0.4542192816734314
90,4,Right Hand,Right Elbow,4,0.11051797271466057,0.2793073366647149,0.24366170167922974
91,4,Right Hand,Right Wrist,6,-0.018092876665832522,0.24169723794511802,0.0551704764366151
92,4,Left Leg,Mid Hip,-,0.0,0.0,0.0
93,4,Left Leg,Left Hip,7,-0.019602422036768923,-0.13818918063589078,-0.0009616613388061523
94,4,Left Leg,Left Knee,9,-0.18877970277571873,-0.05468469753213858,-0.4107081294059754
95,4,Left Leg,Left Ankle,11,-0.26434285043978883,0.007635892487087318,-0.8287249803543091
96,4,Right Leg,Mid Hip,-,0.0,0.0,0.0
97,4,Right Leg,Right Hip,8,0.019613243273852277,0.13819141790918363,0.0009185075759887695
98,4,Right Leg,Right Knee,10,0.07489072681164538,0.06756079301885612,-0.4361402988433838
99,4,Right Leg,Right Ankle,12,0.27047004700398247,0.0015608082776452186,-0.8307121992111206
100,4,Body,Mid Hip,14,0.0,0.0,0.0
101,4,Body,Waist,-,0.03296970353221688,-0.0040336091751668815,0.22595006227493286
102,4,Body,Mid Shoulder,13,0.020196886367557378,-0.01770892634340268,0.4814426302909851
103,4,Body,Head,-,-0.05016856490874482,-0.026616095447025083,0.548815906047821
104,4,Body,Nose,0,0.020815422392843078,-0.01777446165033318,0.6325969099998474
105,5,Left Hand,Mid Shoulder,-,0.022905055006049158,-0.017083376022128498,0.48123931884765625
106,5,Left Hand,Left Shoulder,1,0.025849118401310957,-0.15198624071672379,0.43725156784057617
107,5,Left Hand,Left Elbow,3,0.06575107531716635,-0.2948952012975496,0.20026230812072732
108,5,Left Hand,Left Wrist,5,-0.05657592086026844,-0.2752998465020937,0.039900779724121094
109,5,Right Hand,Mid Shoulder,-,0.022905055006049158,-0.017083376022128498,0.48123931884765625
110,5,Right Hand,Right Shoulder,2,0.05404932009150796,0.1259163624326902,0.4524189233779905
111,5,Right Hand,Right Elbow,4,0.11527074085643106,0.2784180051367002,0.24299287796020508
112,5,Right Hand,Right Wrist,6,-0.010203987787463044,0.2474559104721265,0.04997134208679199
113,5,Left Leg,Mid Hip,-,0.0,0.0,0.0
114,5,Left Leg,Left Hip,7,-0.020434091295101042,-0.1382823431213182,-0.0003390312194824219
115,5,Left Leg,Left Knee,9,-0.18306003553698244,-0.0529783361871523,-0.4120376706123352
116,5,Left Leg,Left Ankle,11,-0.26534192306826293,0.014896035818310302,-0.8277076482772828
117,5,Right Leg,Mid Hip,-,0.0,0.0,0.0
118,5,Right Leg,Right Hip,8,0.02044219667186546,0.1382853395025449,0.00029456615447998047
119,5,Right Leg,Right Knee,10,0.07873049335648825,0.07114872398778971,-0.4365223646163941
120,5,Right Leg,Right Ankle,12,0.28225640909840877,0.004575908807964801,-0.8284131884574891
121,5,Body,Mid Hip,14,0.0,0.0,0.0
122,5,Body,Waist,-,0.03443437399437236,-0.0033535057027619984,0.22570538520812988
123,5,Body,Mid Shoulder,13,0.022905055006049158,-0.017083376022128498,0.48123931884765625
124,5,Body,Head,-,-0.047281232158638845,-0.0246478908975404,0.5473601818084719
125,5,Body,Nose,0,0.02163187744190506,-0.0171922439058107,0.6320677995681763
126,6,Left Hand,Mid Shoulder,-,0.022153397279907863,-0.017598552505660302,0.48087936639785767
127,6,Left Hand,Left Shoulder,1,0.02336277924769086,-0.1523222456380608,0.4354965090751648
128,6,Left Hand,Left Elbow,3,0.06660836302035016,-0.2912463376924279,0.19421392679214478
129,6,Left Hand,Left Wrist,5,-0.04918103553063694,-0.2785288522645714,0.031788766384124756
130,6,Right Hand,Mid Shoulder,-,0.022153397279907863,-0.017598552505660302,0.48087936639785767
131,6,Right Hand,Right Shoulder,2,0.05431050546758336,0.1253299285963294,0.4520668387413025
132,6,Right Hand,Right Elbow,4,0.11716681830876036,0.2748913933828589,0.24112075567245506
133,6,Right Hand,Right Wrist,6,-0.009343675148556939,0.2475253512457129,0.04705756902694702
134,6,Left Leg,Mid Hip,-,0.0,0.0,0.0
135,6,Left Leg,Left Hip,7,-0.02204137555963824,-0.1383736709758523,-0.0002932548522949219
136,6,Left Leg,Left Knee,9,-0.17738629020459484,-0.0498201678201439,-0.41380098462104803
137,6,Left Leg,Left Ankle,11,-0.26304454244382214,0.021913277108978897,-0.8290624022483827
138,6,Right Leg,Mid Hip,-,0.0,0.0,0.0
139,6,Right Leg,Right Hip,8,0.02204863094084426,0.1383761634424445,0.00024497509002685547
140,6,Right Leg,Right Knee,10,0.08120703809254336,0.0732498039797064,-0.43670800328254705
141,6,Right Leg,Right Ankle,12,0.2925895687221782,0.004101859529327997,-0.8246535658836365
142,6,Body,Mid Hip,14,0.0,0.0,0.0
143,6,Body,Waist,-,0.03508671485178636,-0.002796633045363703,0.2257806658744812
144,6,Body,Mid Shoulder,13,0.022153397279907863,-0.017598552505660302,0.48087936639785767
145,6,Body,Head,-,-0.046315821629832436,-0.026564730207610403,0.5479515194892883
146,6,Body,Nose,0,0.02378870472603006,-0.019939852754760002,0.631283700466156
147,7,Left Hand,Mid Shoulder,-,0.02445676667502988,-0.017809050461437385,0.4805223345756531
148,7,Left Hand,Left Shoulder,1,0.02434660611561408,-0.15271048464455808,0.4349471926689146
149,7,Left Hand,Left Elbow,3,0.06671711919716468,-0.2933573595491907,0.1951250433921814
150,7,Left Hand,Left Wrist,5,-0.048893193473304515,-0.27610381164231507,0.03505140542984009
151,7,Right Hand,Mid Shoulder,-,0.02445676667502988,-0.017809050461437385,0.4805223345756531
152,7,Right Hand,Right Shoulder,2,0.05814766256025898,0.1261966951879003,0.45248907804489136
153,7,Right Hand,Right Elbow,4,0.12284843740872019,0.2776498921903112,0.2441064715385437
154,7,Right Hand,Right Wrist,6,-0.006717025061334418,0.24626134119353082,0.048937976360321045
155,7,Left Leg,Mid Hip,-,0.0,0.0,0.0
156,7,Left Leg,Left Hip,7,-0.02427354524024842,-0.1384876243082544,0.0008766651153564453
157,7,Left Leg,Left Knee,9,-0.17267814161368733,-0.04703189649262639,-0.4146448373794556
158,7,Left Leg,Left Ankle,11,-0.2551265347201479,0.027927023986194316,-0.8306233882904054
159,7,Right Leg,Mid Hip,-,0.0,0.0,0.0
160,7,Right Leg,Right Hip,8,0.02428097767642608,0.1384906151088216,-0.0009253025054931641
161,7,Right Leg,Right Knee,10,0.08403570322207088,0.07553134641966601,-0.43667352199554443
162,7,Right Leg,Right Ankle,12,0.3066957902710783,0.0053520628007390145,-0.819964349269867
163,7,Body,Mid Hip,14,0.0,0.0,0.0
164,7,Body,Waist,-,0.03591359523943538,-0.002223076602604085,0.2252832055091858
165,7,Body,Mid Shoulder,13,0.02445676667502988,-0.017809050461437385,0.4805223345756531
166,7,Body,Head,-,-0.04410140471645712,-0.026887910744335386,0.5483903288841248
167,7,Body,Nose,0,0.02704779548457728,-0.020309822937633684,0.6309691071510315
168,8,Left Hand,Mid Shoulder,-,0.029892234715589418,-0.016461800547403933,0.48001694679260254
169,8,Left Hand,Left Shoulder,1,0.02964925638116252,-0.15230722329215493,0.4363478422164917
170,8,Left Hand,Left Elbow,3,0.06952592602647192,-0.29539428255156963,0.19767224788665771
171,8,Left Hand,Left Wrist,5,-0.05721665674172978,-0.2687764277179667,0.04079312086105347
172,8,Right Hand,Mid Shoulder,-,0.029892234715589418,-0.016461800547403933,0.48001694679260254
173,8,Right Hand,Right Shoulder,2,0.06340163818276771,0.12685202458305866,0.45225703716278076
174,8,Right Hand,Right Elbow,4,0.12913107744134322,0.27689485648079426,0.2440871000289917
175,8,Right Hand,Right Wrist,6,-2.227851473435294e-05,0.25133906701012165,0.04423165321350109
176,8,Left Leg,Mid Hip,-,0.0,0.0,0.0
177,8,Left Leg,Left Hip,7,-0.02532603160761928,-0.13828871748046362,0.0022357702255249023
178,8,Left Leg,Left Knee,9,-0.1678022606047307,-0.044739823551935835,-0.4154014885425568
179,8,Left Leg,Left Ankle,11,-0.24203968175970658,0.03425066569252517,-0.8328243494033813
180,8,Right Leg,Mid Hip,-,0.0,0.0,0.0
181,8,Right Leg,Right Hip,8,0.02533307357407462,0.13829292753143818,-0.0022805333137512207
182,8,Right Leg,Right Knee,10,0.08768644801057232,0.07639788487358597,-0.4387893676757813
183,8,Right Leg,Right Ankle,12,0.3197758483020152,0.006257880715565968,-0.8149359226226807
184,8,Body,Mid Hip,14,0.0,0.0,0.0
185,8,Body,Waist,-,0.03820313012874972,-0.0017150600870081323,0.22481465339660622
186,8,Body,Mid Shoulder,13,0.029892234715589418,-0.016461800547403933,0.48001694679260254
187,8,Body,Head,-,-0.03868548327409368,-0.024103890867991133,0.5476324558258057
188,8,Body,Nose,0,0.03501504904306782,-0.01567424437598673,0.6300150156021118
189,9,Left Hand,Mid Shoulder,-,0.03229598235475346,-0.016417701530372128,0.48047447204589866
190,9,Left Hand,Left Shoulder,1,0.032409316861503557,-0.15300749688140053,0.4373316764831541
191,9,Left Hand,Left Elbow,3,0.06853172090040965,-0.29810514001837873,0.20069515705108665
192,9,Left Hand,Left Wrist,5,-0.06708486471188733,-0.26250611691466474,0.05513125658035278
193,9,Right Hand,Mid Shoulder,-,0.03229598235475346,-0.016417701530372128,0.48047447204589866
194,9,Right Hand,Right Shoulder,2,0.06639075931298066,0.12673048229225967,0.4537409543991089
195,9,Right Hand,Right Elbow,4,0.13256630208479686,0.27534292192467547,0.24393248558044434
196,9,Right Hand,Right Wrist,6,0.005464731716983758,0.25328887553223467,0.04633688926696777
197,9,Left Leg,Mid Hip,-,0.0,0.0,0.0
198,9,Left Leg,Left Hip,7,-0.026903088203198342,-0.13774635343543193,0.0035240650177001953
199,9,Left Leg,Left Knee,9,-0.16230177972329324,-0.04352741389266153,-0.41639688611030584
200,9,Left Leg,Left Ankle,11,-0.22924599144471355,0.035032252979362875,-0.8352211713790895
201,9,Right Leg,Mid Hip,-,0.0,0.0,0.0
202,9,Right Leg,Right Hip,8,0.02690955530988496,0.13775227518090097,-0.003567993640899658
203,9,Right Leg,Right Knee,10,0.09098505135762015,0.07667232604035228,-0.4400527775287628
204,9,Right Leg,Right Ankle,12,0.33238419797407914,0.005829910945976673,-0.8082689046859741
205,9,Body,Mid Hip,14,0.0,0.0,0.0
206,9,Body,Waist,-,0.039622507059448156,-0.0020469620703806274,0.22450852394104026
207,9,Body,Mid Shoulder,13,0.03229598235475346,-0.016417701530372128,0.48047447204589866
208,9,Body,Head,-,-0.03608391526950064,-0.025857348728095527,0.5493736267089844
209,9,Body,Nose,0,0.040783747100704155,-0.015315492439185528,0.629839301109314
210,10,Left Hand,Mid Shoulder,-,0.03668145170058771,-0.014744668611456227,0.48061567544937134
211,10,Left Hand,Left Shoulder,1,0.03622128894176051,-0.15141713560478812,0.4385032057762146
212,10,Left Hand,Left Elbow,3,0.06913337936248351,-0.2975610488738311,0.20440632104873657
213,10,Left Hand,Left Wrist,5,-0.0718539125696224,-0.2543761724318756,0.06869107484817505
214,10,Right Hand,Mid Shoulder,-,0.03668145170058771,-0.014744668611456227,0.48061567544937134
215,10,Right Hand,Right Shoulder,2,0.07137714406098891,0.12839454471213677,0.4545930027961731
216,10,Right Hand,Right Elbow,4,0.1373053871616321,0.2762949770603882,0.24272722005844094
217,10,Right Hand,Right Wrist,6,0.008467317424674506,0.24985511659724577,0.04930764436721802
218,10,Left Leg,Mid Hip,-,0.0,0.0,0.0
219,10,Left Leg,Left Hip,7,-0.028633953206281093,-0.13724692107098233,0.005162954330444336
220,10,Left Leg,Left Knee,9,-0.15546543071423,-0.042671650060583426,-0.4168669879436493
221,10,Left Leg,Left Ankle,11,-0.2120003915802044,0.035395920864175374,-0.8391000628471375
222,10,Right Leg,Mid Hip,-,0.0,0.0,0.0
223,10,Right Leg,Right Hip,8,0.028640582092066307,0.13725353836161958,-0.00520700216293335
224,10,Right Leg,Right Knee,10,0.09355034758891631,0.07924276649100648,-0.4428745210170746
225,10,Right Leg,Right Ankle,12,0.3482003294452624,0.007201612583230574,-0.8021567463874818
226,10,Body,Mid Hip,14,0.0,0.0,0.0
227,10,Body,Waist,-,0.04161134069408941,-0.0008107119883788266,0.2236996293067932
228,10,Body,Mid Shoulder,13,0.03668145170058771,-0.014744668611456227,0.48061567544937134
229,10,Body,Head,-,-0.030802778102497493,-0.025744735607076928,0.5506289601325989
230,10,Body,Nose,0,0.04766025473918481,-0.015601097949911427,0.6295984387397766
231,11,Left Hand,Mid Shoulder,-,0.043133760893397204,-0.01466568740215726,0.48002004623413086
232,11,Left Hand,Left Shoulder,1,0.042364436292700605,-0.15124445589390226,0.43779444694519043
233,11,Left Hand,Left Elbow,3,0.0717133163452672,-0.29325338633861975,0.202691912651062
234,11,Left Hand,Left Wrist,5,-0.0744858206271601,-0.24405756028500036,0.061741650104522705
235,11,Right Hand,Mid Shoulder,-,0.043133760893397204,-0.01466568740215726,0.48002004623413086
236,11,Right Hand,Right Shoulder,2,0.07639387538438311,0.12918380467090174,0.4534848928451538
237,11,Right Hand,Right Elbow,4,0.14203636636739242,0.27687201468143025,0.24139714241027854
238,11,Right Hand,Right Wrist,6,0.013289730155520306,0.2504294571081118,0.04778343439102162
239,11,Left Leg,Mid Hip,-,0.0,0.0,0.0
240,11,Left Leg,Left Hip,7,-0.028743487691826792,-0.13695528539028595,0.0068108439445495605
241,11,Left Leg,Left Knee,9,-0.1453540445327235,-0.04033186467495396,-0.41761347651481634
242,11,Left Leg,Left Ankle,11,-0.19343936154837138,0.03805497852954424,-0.8405622243881227
243,11,Right Leg,Mid Hip,-,0.0,0.0,0.0
244,11,Right Leg,Right Hip,8,0.02874937196975221,0.13696282176169913,-0.006853759288787842
245,11,Right Leg,Right Knee,10,0.09247604300981031,0.08296010462436235,-0.44531178474426275
246,11,Right Leg,Right Ankle,12,0.3626778452635335,0.00970307556781334,-0.7933378219604492
247,11,Body,Mid Hip,14,0.0,0.0,0.0
248,11,Body,Waist,-,0.04404524257188311,0.0007395502725557398,0.22308313846588135
249,11,Body,Mid Shoulder,13,0.043133760893397204,-0.01466568740215726,0.48002004623413086
250,11,Body,Head,-,-0.024701190090126994,-0.02859994204845856,0.5496199131011963
251,11,Body,Nose,0,0.05462799509768951,-0.01531341107693146,0.6289384365081789
252,12,Left Hand,Mid Shoulder,-,0.046761176950894844,-0.014688754083181228,0.4795486330986023
253,12,Left Hand,Left Shoulder,1,0.04432316816564704,-0.15115972757484994,0.43806618452072144
254,12,Left Hand,Left Elbow,3,0.06925735569711824,-0.2918040990844019,0.20428210496902466
255,12,Left Hand,Left Wrist,5,-0.07753228449109877,-0.23416700363304693,0.06024688482284546
256,12,Right Hand,Mid Shoulder,-,0.046761176950894844,-0.014688754083181228,0.4795486330986023
257,12,Right Hand,Right Shoulder,2,0.08035115099664834,0.12898094057891277,0.4532248377799988
258,12,Right Hand,Right Elbow,4,0.14514543808218144,0.27702531814429676,0.23911255598068237
259,12,Right Hand,Right Wrist,6,0.01832292176004554,0.24552614092681319,0.048290491104125866
260,12,Left Leg,Mid Hip,-,0.0,0.0,0.0
261,12,Left Leg,Left Hip,7,-0.03003672190789066,-0.13656259477284033,0.008234202861785889
262,12,Left Leg,Left Knee,9,-0.13745083712819905,-0.03967218995239813,-0.41830530762672424
263,12,Left Leg,Left Ankle,11,-0.17650035821679916,0.036111032961343874,-0.8420201539993286
264,12,Right Leg,Mid Hip,-,0.0,0.0,0.0
265,12,Right Leg,Right Hip,8,0.030042269669138442,0.1365710109457723,-0.008277714252471924
266,12,Right Leg,Right Knee,10,0.09025531209226755,0.08740926384780318,-0.4479953646659851
267,12,Right Leg,Right Ankle,12,0.3743469486307731,0.011738038061594073,-0.7846556901931763
268,12,Body,Mid Hip,14,0.0,0.0,0.0
269,12,Body,Waist,-,0.04527239821072724,0.0009358137831440729,0.22242766618728638
270,12,Body,Mid Shoulder,13,0.046761176950894844,-0.014688754083181228,0.4795486330986023
271,12,Body,Head,-,-0.01930942998114906,-0.02965488433983403,0.5498412251472473
272,12,Body,Nose,0,0.06163977778669504,-0.014566028119588728,0.6286676526069641
273,13,Left Hand,Mid Shoulder,-,0.051433127386644586,-0.013654916914674622,0.47904425859451316
274,13,Left Hand,Left Shoulder,1,0.04853092880375689,-0.14974465909835993,0.43808430433273315
275,13,Left Hand,Left Elbow,3,0.07136280090935539,-0.2922171348654956,0.2054118514060974
276,13,Left Hand,Left Wrist,5,-0.07577791063658872,-0.2300539011084765,0.06602180004119862
277,13,Right Hand,Mid Shoulder,-,0.051433127386644586,-0.013654916914674622,0.47904425859451316
278,13,Right Hand,Right Shoulder,2,0.08472046257384129,0.13048610147598078,0.4544605612754822
279,13,Right Hand,Right Elbow,4,0.1470782086385043,0.281000346509245,0.2400779128074646
280,13,Right Hand,Right Wrist,6,0.02099511773712939,0.24301403817298697,0.04859447479248047
281,13,Left Leg,Mid Hip,-,0.0,0.0,0.0
282,13,Left Leg,Left Hip,7,-0.031105939285680412,-0.13638839069244563,0.010152757167816162
283,13,Left Leg,Left Knee,9,-0.1274654194580762,-0.03958630505439932,-0.41873002052307134
284,13,Left Leg,Left Ankle,11,-0.1539149656759946,0.03435578998687558,-0.8444368243217468
285,13,Right Leg,Mid Hip,-,0.0,0.0,0.0
286,13,Right Leg,Right Hip,8,0.03111223691530539,0.1363973474180966,-0.010197699069976807
287,13,Right Leg,Right Knee,10,0.0834306106103213,0.09614217337730217,-0.4512369632720947
288,13,Right Leg,Right Ankle,12,0.38568940014965847,0.020637602177885076,-0.773696541786194
289,13,Body,Mid Hip,14,0.0,0.0,0.0
290,13,Body,Waist,-,0.04771029205448939,0.0023331796801357775,0.22179263830184937
291,13,Body,Mid Shoulder,13,0.051433127386644586,-0.013654916914674622,0.47904425859451316
292,13,Body,Head,-,-0.01467010750047841,-0.029284685286256624,0.5513949990272522
293,13,Body,Nose,0,0.06724971534140418,-0.01603385749695002,0.6287553906440735
294,14,Left Hand,Mid Shoulder,-,0.056280631566096334,-0.012524747506176864,0.4782850742340088
295,14,Left Hand,Left Shoulder,1,0.052231665694762335,-0.14776923622230237,0.4368215799331665
296,14,Left Hand,Left Elbow,3,0.07243554666047203,-0.29039060439208697,0.20395314693450928
297,14,Left Hand,Left Wrist,5,-0.07668874785895237,-0.22796919311622327,0.07094013690948497
298,14,Right Hand,Mid Shoulder,-,0.056280631566096334,-0.012524747506176864,0.4782850742340088
299,14,Right Hand,Right Shoulder,2,0.09039672836070163,0.13177592192550944,0.45371270179748535
300,14,Right Hand,Right Elbow,4,0.15199517085557082,0.28168270622154523,0.24032676219940186
301,14,Right Hand,Right Wrist,6,0.025306355202246732,0.24355815981289194,0.04896306991577137
302,14,Left Leg,Mid Hip,-,0.0,0.0,0.0
303,14,Left Leg,Left Hip,7,-0.03242313117380027,-0.13629122938255017,0.011757731437683105
304,14,Left Leg,Left Knee,9,-0.11914172396654976,-0.037799530879055965,-0.41804492473602295
305,14,Left Leg,Left Ankle,11,-0.13329273090357666,0.03476811085602094,-0.8464754223823547
306,14,Right Leg,Mid Hip,-,0.0,0.0,0.0
307,14,Right Leg,Right Hip,8,0.03242787345652683,0.13630176220794962,-0.011803507804870605
308,14,Right Leg,Right Knee,10,0.07328038289551833,0.10571224127670574,-0.45318588614463806
309,14,Right Leg,Right Ankle,12,0.3899801857710372,0.028044587716067236,-0.76129150390625
310,14,Body,Mid Hip,14,0.0,0.0,0.0
311,14,Body,Waist,-,0.049901392304946036,0.0029364142264966366,0.22056031227111816
312,14,Body,Mid Shoulder,13,0.056280631566096334,-0.012524747506176864,0.4782850742340088
313,14,Body,Head,-,-0.009635558357786065,-0.028062218085324265,0.5507915019989014
314,14,Body,Nose,0,0.07058438285594093,-0.016001397028958263,0.6293262243270874
315,15,Left Hand,Mid Shoulder,-,0.05927734614624566,-0.0117253211938077,0.47797220945358276
316,15,Left Hand,Left Shoulder,1,0.05490726025118416,-0.1465411929093534,0.43716078996658325
